22.3511243394,-83.9538861516,-163.9610404574,-129.0576658514,34.3697905767,-2.5583465946,-53.7269993653,119.0943174181,119.8151532656,170.667726547,177.8849518797,81.8134674525,cello
42.8587543042,-14.7009944659,-77.0302594819,-83.2063641202,-48.7581833438,-128.1019840501,-144.0947390378,-63.7891916571,115.0023533962,96.7755299654,65.4845135867,33.3934332089,cello
68.1795565115,-13.7030916923,-109.5627194162,-141.6566125031,-43.1809527334,-25.9875478795,-19.4840367041,-24.06912701,-93.3457621154,-179.4665063261,-171.926099884,-161.6595145592,cello
54.0959356654,124.8137480014,18.3446264695,33.3126088502,77.0851707746,-3.6193346406,-26.2007970964,-20.6242540753,47.9079434549,-39.0673477225,-64.3555728309,-136.5188615427,cello
61.6662825531,38.561602801,16.255615443,23.181947851,52.6253368608,-89.0993511399,-108.3460175622,-138.9946977826,-32.1537613643,-67.2980486466,-105.8677736563,-215.2589953625,cello
83.513233249,131.7741425404,45.8140149515,14.2736296526,94.7868849474,-44.0199832132,-52.5131989083,-72.8557881038,47.6143172949,31.1973576203,-12.778776453,-43.0839590638,cello
89.5481315392,80.8544210674,54.5920526992,37.2479021253,90.9481333736,-70.0212281899,-71.5182773901,-125.7458297334,-29.3943672441,-65.4261547949,-81.6256737512,-131.3695567696,cello
32.3092466678,27.7402115072,-48.1430043995,-112.9772945363,-114.5228917094,-126.1590603127,-128.4194759828,9.5610203416,62.2634345325,53.2130756328,97.3583022493,89.1241261294,cello
54.373901518,108.6796143975,10.0396056108,16.4223529522,43.0380686705,-78.0783123963,-117.5423890033,-107.7810514429,-27.6792910135,-8.9205143708,-39.1265956567,-78.3277496937,cello
28.874240239,-28.488458622,-60.3795958819,-85.1456543869,-51.574672014,-123.5721735124,-99.0194793769,-172.5608975336,-70.091884822,50.9049755525,56.4119428913,-27.0762220735,cello
62.4035079158,-81.162596742,-103.9802195618,-93.3008494521,50.8006341708,-99.4228806816,-83.4718026831,-119.6260045539,9.3413600205,-47.0195867318,-80.7956717538,-109.7185641862,cello
29.7170975238,-126.1658627267,-146.6706323745,-153.8871450422,-5.3564218791,-23.4867370892,-61.979322959,69.716287732,34.2321322053,36.213552637,128.2259995907,96.3380071072,cello
53.5797248197,26.6273545095,-59.0623451852,-68.7959249352,-80.0628419572,-126.8799764946,-160.8680438896,-142.6516161844,-21.7860095276,34.7291206126,23.7663334765,23.4285664106,cello
37.3653075458,-46.3605154607,-41.7637392118,-85.4854057318,38.2449883846,-107.0995722378,-155.3319186645,-170.3812493577,-45.6020560972,-79.5490436007,-79.5003995612,-112.209872885,cello
67.9616340155,139.6859482348,4.2773016681,38.2247272,34.127548631,-37.409233075,-150.7958021154,-103.8670163109,-65.3261102004,-22.0470152909,-92.4402948738,-102.7206880889,cello
51.058375873,-74.7013896577,-130.2390606833,-96.5150466444,-45.8741439011,-123.0646888799,-182.1635709679,-3.4565240828,98.7297456511,70.9165412756,21.4455128535,-2.2684326536,cello
59.9971569109,88.6486325666,-39.1966067067,28.3191773633,4.4552049595,-58.1862943523,-112.5432058534,-73.195872287,-102.9333177832,-43.8578969726,-90.7574825585,-74.7619114769,cello
81.4691571755,142.2982847768,45.6921234332,66.9400999198,70.4109894956,-14.1752078283,-103.7540087613,-74.4708613442,-45.3457268569,-8.3611621952,-75.885287967,-85.8394181397,cello
67.3975667026,113.3943933682,-14.6080653951,13.1323369349,8.529515769,-65.6661222356,-138.0903262968,-144.030117582,-88.5883470043,-46.1650959298,-37.3068430943,-52.6126673614,cello
66.4310069089,-89.30457683,-119.3350243943,-169.1392506454,8.2288658511,-139.553070416,-69.9409646012,-131.9233225616,12.3365237397,10.3111351426,-6.4557108792,-144.5165749834,cello
60.6317841704,128.683625542,3.7460098282,57.2640076804,44.5145190554,1.7081112888,-72.8258558173,-89.0071772817,-70.0746573014,-62.932225347,-52.6916615641,-90.728293842,cello
39.2175145806,-70.3737223469,-123.9730467512,-145.6000288795,-43.1860771082,-81.4538079964,-41.9609287045,-64.0122469222,-6.6068037662,84.6293895048,205.8705083682,108.6056431168,cello
93.8858417818,112.4322946645,31.9888424375,22.0387541521,42.4505531002,-58.2727115121,-87.0039648402,-86.9470753487,-17.5294915065,-59.0049336843,-101.4110820068,-132.3683571902,cello
88.536152183,76.7664560157,0.4238682501,6.6891503064,89.2090264487,-66.2388130352,-78.5527096511,-122.6548908043,3.0743825944,-60.4761842702,-95.2534187747,-151.4262062379,cello
-0.3847655086,-27.0476893478,-78.9744397789,-94.2535232019,-22.2279326972,-42.6080798056,55.578708757,102.0247422292,242.4357798199,169.0978407948,20.8152546015,-90.7122446853,cello
